facility_name,facility_id,npi,city_town,state,zip_code,year,asc_1_rate,asc_1_footnote,asc_2_rate,asc_2_footnote,asc_3_rate,asc_3_footnote,asc_4_rate,asc_4_footnote,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_19_total_cases,asc_19_performance_category,asc_19_rshv_rate,asc_19_interval_lower_limit,asc_19_interval_upper_limit,asc_19_footnote
ENT SURGERY CENTER OF ATLANTALLC,11C0001274,1750491205,ATLANTA,GA,30342,2024,0.000,,0.000,,0.000,,0.087,,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
ALLIANCE SURGERY CENTER AT CARTERSVILLE,11C0001263,1750494423,,GA,,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
GEORGIA PAIN SPINE CENTER,11C0001334,1750494423,CARTERSVILLE,GA,30121,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
MEDPLEX OUTPATIENT SURGERY CENTER LTD,01C0001020,1750499950,BIRMINGHAM,AL,35244,2024,0.000,,0.000,,0.000,,0.048,,,5,,5,,,,,,5,100.00,,,5,264,No Different Than the National Rate,2.1,1.3,3.3,,,,,,,5,,Number of Cases Too Small,,,,1
CANON CITY CO MULTI SPECIALTY ASC LLC,06C0001114,1750517561,CANON CITY,CO,81212,2024,0.000,,0.053,,0.000,,0.160,,67.62,,,5,319,No Different Than the National Rate,9.8,7,13.5,,98.90,,0.000,,,Number of Cases Too Small,,,,1,49,No Different Than the National Rate,5.4,3.4,8.5,,40,No Different than expected,1,0.5,1.7,
SPOKANE VALLEY AMBULATORY SURGERY CENTER,50C0001289,1750521720,SPOKANE VALLEY,WA,99216,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
ROUND ROCK SURGERY CENTER LLC,45C0001497,1750528717,ROUND ROCK,TX,78664,2024,,5,0.039,,0.000,,0.088,,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
COMMON WEALTH ENDOSCOPY CENTER,22C0001025,1750529814,WEST BRIDGEWATER,MA,02379,2024,0.000,,0.064,,0.000,,0.161,,78.81,,,5,2031,No Different Than the National Rate,9.9,7.7,13.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
SAN MATEO SURGERY CENTER LLC,05C0001386,1750553376,SAN MATEO,CA,94402,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
IRELAND GROVE CENTER FOR SURGERY LLC,14C0001137,1750567442,BLOOMINGTON,IL,61704,2024,0.000,,0.236,,0.039,,0.079,,,5,,5,,,,,,5,99.55,,,5,58,No Different Than the National Rate,2.4,1.4,3.7,,,,,,,5,,Number of Cases Too Small,,,,1
BAY AREA LASER SURGERY CENTER A MEDICAL CORPORATION,05C0001806,1750582797,PINOLE,CA,94564,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
THE PHYSICIANS SURGERY CENTER LANCASTER GENERAL LLC,39C0001250,1750592531,LANCASTER,PA,17604,2024,0.000,,0.020,,0.010,,0.080,,,5,,5,,,,,,5,100.00,,0.109,,167,No Different Than the National Rate,2.3,1.5,3.6,,265,No Different Than the National Rate,4.9,3.3,7,,79,No Different than expected,0.9,0.5,1.6,
BELTLINE SURGERY CENTER LLC,45C0001510,1750609731,SUNNYVALE,TX,75182,2024,0.000,,0.000,,0.000,,0.024,,,5,,5,,,,,,5,,5,0.113,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
BAY SURGERY CENTERS GLEN BURNIE,21C0001505,1750612446,GLEN BURNIE,MD,21061,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
IDAHO ENDOSCOPY CENTER LLC,13C0001010,1750616249,BOISE,ID,83704,2024,,5,0.038,,,5,0.083,,98.92,,,5,3225,No Different Than the National Rate,9.6,7.6,12.2,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ROBESON ENDOSCOPY CENTER,34C0001190,1750635827,LUMBERTON,NC,28358,2024,,5,,5,,5,,5,,5,,5,375,No Different Than the National Rate,9.8,7.1,13.7,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ADVANCED CENTER FOR SURGERY LLC,39C0001298,1750658092,ALTOONA,PA,16602,2024,,5,,5,,5,0.228,,,5,,5,,,,,,5,,5,,5,824,No Different Than the National Rate,2.4,1.8,3.2,,,,,,,5,34,No Different than expected,1,0.6,2,
PACIFIC NORTHWEST EYE SURGERY CENTER,50C0001299,1750663084,TACOMA,WA,98405,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.472,,,,,,,5,,,,,,5,,,,,,5
ELKHART DAY SURGERY LLC,15C0001179,1750668190,ELKHART,IN,46514,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.509,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
MIDTOWN OUTPATIENT SURGERY CENTER LLC,10C0001566,1750685111,DELRAY BEACH,FL,33445,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,30,No Different than expected,1.3,0.7,2.3,
SURGICARE ASSOCIATES LLC,39C0001293,1750694832,NEWTOWN,PA,18940,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,167,No Different Than the National Rate,3.9,2.5,6,,,,,,,5
EASTSIDE MEDICAL GROUP LLC,50C0001306,1750709358,ISSAQUAH,WA,98027,2024,,5,,5,,5,0.119,,,5,,5,,,,,,5,100.00,,0.209,,129,No Different Than the National Rate,2.3,1.4,3.7,,,,,,,5,27,No Different than expected,1,0.6,1.8,
SEA SURGERY CENTER LLC,05C0002082,1750712667,SEAL BEACH,CA,90740,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
VALLEY AMBULATORY SURGICAL CENTER LLC,45C0001594,1750773354,MCALLEN,TX,78501,2024,0.000,,0.024,,0.000,,0.096,,76.11,,,5,177,No Different Than the National Rate,10.6,7.5,15.1,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
TRINITY SURGERY CENTER LLC,05C0002157,1750789814,SAN JOSE,CA,95124,2024,0.000,,0.055,,0.000,,0.000,,,5,,5,,,,,,5,,1,,5,,,,,,5,,,,,,5,,,,,,5
LAKE ENDOSCOPY CENTER LLC,10C0001505,1750823886,SUMMERFIELD,FL,34491,2024,,5,0.012,,,5,0.155,,82.61,,,5,4172,No Different Than the National Rate,11.3,9.1,14,,,5,,5,,,,,,5,,,,,,5,,,,,,5
TOTAL JOINT CENTER OF THE NORTHLAND,26C0001162,1750835179,KANSAS CITY,MO,64118,2024,0.000,,0.000,,,5,0.861,,,5,,5,,,,,,5,100.00,,,5,256,Worse Than the National Rate,4,2.8,5.6,,,,,,,5,,,,,,5
MEMORIAL HOUSTON SURGERY CENTER,45C0001647,1750838801,SPRING VALLEY VILLAGE,TX,77055,2024,,5,,5,,5,0.056,,,1,,5,,Number of Cases Too Small,,,,1,100.00,,,5,87,No Different Than the National Rate,2.4,1.5,3.8,,,,,,,5,27,No Different than expected,1,0.5,1.7,
MEMORIAL AMBULATORY SURGERY CENTER,45C0001705,1750842209,HOUSTON,TX,77024,2024,0.000,,0.089,,0.000,,0.178,,,5,,5,,,,,,5,98.27,,,5,,Number of Cases Too Small,,,,1,,,,,,5,38,No Different than expected,0.9,0.5,1.7,
HEART AND VASCULAR CENTER OF FORT WORTH,45C0001684,1750844049,FORT WORTH,TX,76132,2024,,5,0.130,,,5,1.167,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
PEDIATRIC AND ADULT SURGERY CENTER OF ATLANTA LLC,11C0001504,1750862389,ATLANTA,GA,30309,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
DENVER DIAGNOSTIC ASC LLC,06C0001178,1750874400,GREENWOOD VILLAGE,CO,80111,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,95.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
PRECISION SURGERY CENTER,13C0001084,1750884052,BOISE,ID,83704,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,52,No Different Than the National Rate,2.1,1.4,3.1,,,,,,,5,,Number of Cases Too Small,,,,1
NOVANT HEALTH KERNERSVILLE OUTPATIENT SURGERY,34C0001200,1750892659,KERNERSVILLE,NC,27284,2024,0.000,,0.000,,0.000,,0.101,,,5,,5,,,,,,5,99.56,,0.000,,78,No Different Than the National Rate,2.5,1.6,3.9,,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
RSPS FAYETTEVILLE ASC LLC DBA RSPS FAYETTEVILLE ASC,11C0001547,1750905618,FAYETTEVILLE,GA,30214,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
CAREOS SURGICENTER LLC DBA CAREOS,45C0001211,1750913109,AUSTIN,TX,78705,2024,0.000,,0.000,,0.000,,0.060,,,5,,5,,,,,,5,100.00,,,5,,,,,,5,,,,,,5,67,No Different than expected,1,0.5,1.8,
HAYDEN SURGICAL CENTER,03C0001413,1750920591,SCOTTSDALE,AZ,85260,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
DERRY SURGICAL CENTER DBA SURGICAL CENTER OF NEW HAMPSHIRE AT DERRY,30C0001047,1750922142,DERRY,NH,03038,2024,0.000,,0.000,,0.000,,0.171,,83.89,,,5,768,No Different Than the National Rate,9.5,7,13,,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,7,,Number of Cases Too Small,,,,1
HERMITAGE ENDOSCOPY CENTER INC,39C0001371,1750927190,HERMITAGE,PA,16148,2024,,5,,5,,5,,5,90.88,,,5,434,No Different Than the National Rate,9.6,7.2,13.1,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ERIE SHORES SURGERY CENTER LLC,36C0001322,1750948873,SANDUSKY,OH,44870,2024,0.000,,0.022,,0.000,,0.000,,100.00,,,5,271,No Different Than the National Rate,11.7,8.6,16.6,,99.62,,,5,142,No Different Than the National Rate,2.2,1.4,3.4,,59,No Different Than the National Rate,5.3,3.4,8.3,,122,No Different than expected,1,0.6,1.7,
BSC CHANDLER LLC DBA BANNER SURGERY CENTER CHANDLER,03C0001442,1750970869,CHANDLER,AZ,85286,2024,0.000,,0.000,,0.000,,0.138,,2.51,,,5,385,No Different Than the National Rate,10,7.3,14,,100.00,,,5,128,No Different Than the National Rate,2.5,1.6,3.9,,156,No Different Than the National Rate,5.8,4,8.3,,77,No Different than expected,0.9,0.5,1.6,
WAKE FOREST BAPTIST HEALTH OUTPATIENT ENDOSCOPY   QUAKER LANE,34C0001045,1750974176,HIGH POINT,NC,27262,2024,0.000,,0.000,,0.000,,0.143,,98.96,,,5,1002,No Different Than the National Rate,10.5,7.8,14.2,,,5,,5,,,,,,5,,,,,,5,,,,,,5
FOUNDERS SURGERY CENTER LLC,17C0001897,1760020846,WICHITA,KS,67206,2024,0.000,,0.008,,0.000,,0.080,,100.00,,,5,1760,No Different Than the National Rate,10.7,8.1,14,,97.92,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,182,No Different than expected,1.3,0.8,2.2,
SEVEN HILLS AMBULATORY SURGERY CENTER,29C0001053,1760033229,HENDERSON,NV,89052,2024,,5,,5,,5,,5,,5,,5,61,No Different Than the National Rate,9.8,6.9,13.8,,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,7
LEIGH ORTHOPEDIC SURGERY CENTER LLC,49C0001076,1760035158,NORFOLK,VA,23502,2024,,5,,5,,5,0.028,,,5,,5,,,,,,5,100.00,,,5,1059,No Different Than the National Rate,2.1,1.5,2.8,,,,,,,5,,Number of Cases Too Small,,,,1
PHOENIX HEART AMBULATORY SURGERY AND ELECTROPHYSIOLOGY LLC DBA PHASE SURGERY CENTER,03C0001449,1760064885,GLENDALE,AZ,85306,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
INTEGRIS DDSI ENDOSCOPY CENTERS LLC DBA OKLAHOMA ENDOSCOPY SOUTH,37C0001054,1760074207,OKLAHOMA CITY,OK,73109,2024,,5,,5,,5,0.012,,95.12,,,5,2315,No Different Than the National Rate,11.9,9.3,15,,,5,,5,,,,,,5,,,,,,5,,,,,,5
JACKSON HEART AND VASCULAR CENTER LLC,25C0001104,1760196984,FLOWOOD,MS,39232,2024,,5,0.000,,0.000,,0.793,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
GARRETT EYE CENTER,23C0001012,1760401848,IRON MOUNTAIN,MI,49801,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.180,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
MEMORIAL HERMANN SURGERY CENTER KATY,45C0001447,1760412803,KATY,TX,77494,2024,0.000,,0.000,,0.000,,0.085,,100.00,,,5,803,No Different Than the National Rate,9.2,6.8,12.6,,100.00,,,5,80,No Different Than the National Rate,2.2,1.4,3.6,,55,No Different Than the National Rate,6,3.8,9.3,,102,No Different than expected,1.2,0.7,2,
VAN DYCK ASC LLC,44C0001026,1760414056,PARIS,TN,38242,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.212,,,,,,,5,,,,,,5,,,,,,5
CAROLINA CENTER FOR SPECIALTY SURGERY,34C0001108,1760418917,CHARLOTTE,NC,28207,2024,0.038,,0.000,,0.000,,0.304,,,5,,5,,,,,,5,97.81,,,5,78,No Different Than the National Rate,2.4,1.5,3.6,,,,,,,5,,Number of Cases Too Small,,,,1
PROLIANCE SURGEONS INC PS,50C0001174,1760421846,EVERETT,WA,98201,2024,0.000,,0.056,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,135,No Different Than the National Rate,2.5,1.6,3.9,,,,,,,5,,Number of Cases Too Small,,,,1
CENTRAL COAST ENDOSCOPY CENTER INC,05C0001396,1760423180,FREEDOM,CA,95019,2024,,5,,5,,5,,5,88.96,,,5,2115,Worse Than the National Rate,13.4,10.5,17.1,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
CENTRAL COAST ENDOSCOPY CENTER INC,55C0001128,1760423180,SALINAS,CA,93901,2024,,5,,5,,5,,5,88.96,,,5,2115,Worse Than the National Rate,13.4,10.5,17.1,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
DALTON EAR NOSE AND THROAT ASSOCIATES,11C0001207,1760434427,DALTON,GA,30720,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
EYE SURGERY SPECIALISTS OF PUERTO RICO LLC,40C0001004,1760437248,SANTURCE,PR,00909,2024,,5,,5,,5,0.030,,,5,,5,,,,,,5,82.86,,0.835,,,,,,,5,,,,,,5,,,,,,5
SIERRA ENDOSCOPY CENTER,05C0001554,1760440515,GRASS VALLEY,CA,95945,2024,,5,,5,,5,,5,99.08,,,5,3593,No Different Than the National Rate,9,7.1,11.4,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ARIZONA ENDOSCOPY CENTER LLC,03C0001235,1760445928,PHOENIX,AZ,85006,2024,0.000,,0.013,,0.000,,0.013,,83.95,,,5,2833,No Different Than the National Rate,10.9,8.5,13.9,,,5,,5,,,,,,5,,,,,,5,,,,,,5
SHEA CLINIC DBA SHEA CLINIC ASC,44C0001012,1760447015,MEMPHIS,TN,38119,2024,,5,,5,,5,,5,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
MOBILE SC LTD DBA MOBILE SURGERY CENTER,01C0001002,1760447866,MOBILE,AL,36608,2024,,5,,5,,5,0.080,,,5,0.42,,,,,,,5,,5,0.536,,387,No Different Than the National Rate,3.3,2.3,4.8,,62,No Different Than the National Rate,4.8,3,7.7,,,Number of Cases Too Small,,,,1
ARIZONA OPHTHALMIC OUTPATIENT SURGERY,03C0001207,1760454557,PHOENIX,AZ,85012,2024,0.000,,0.025,,0.000,,0.000,,,5,,5,,,,,,5,,5,0.427,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,14C0001083,1760457204,SPRINGFIELD,IL,62704,2024,0.000,,0.069,,0.000,,0.104,,,5,,5,,,,,,5,99.50,,,5,267,No Different Than the National Rate,2,1.3,3,,,,,,,5,,Number of Cases Too Small,,,,1
DIGESTIVE DISEASE ENDOSCOPY CENTER INC,44C0001023,1760464036,NASHVILLE,TN,37203,2024,0.000,,0.000,,0.000,,0.025,,98.77,,,5,2404,No Different Than the National Rate,9.6,7.4,12.6,,,5,,5,,,,,,5,,,,,,5,,,,,,5
PLASTIC SURGICAL CENTER OF RAPID CITY PROF LLC,43C0001026,1760465207,RAPID CITY,SD,57701,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,25C0001069,1760467732,SOUTHAVEN,MS,38671,2024,,5,0.016,,,5,0.202,,98.89,,,5,16731,Better Than the National Rate,8.5,7.3,9.8,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,44C0001035,1760467732,GERMANTOWN,TN,38138,2024,,5,0.016,,,5,0.202,,98.89,,,5,16731,Better Than the National Rate,8.5,7.3,9.8,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
BECKLEY SURGERY CENTER INC,51C0001012,1760473425,BECKLEY,WV,25801,2024,0.027,,0.000,,0.000,,0.134,,,5,,5,,,,,,5,64.29,,0.116,,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
MOUNTAIN EMPIRE SURGERY CENTER,44C0001097,1760486369,JOHNSON CITY,TN,37604,2024,0.000,,0.023,,0.000,,0.162,,,5,,5,,,,,,5,99.93,,,5,613,No Different Than the National Rate,2.6,1.9,3.6,,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
ENDOSCOPY CENTER OF NORTHERN OHIO LLC,36C0001160,1760491385,BRUNSWICK,OH,44212,2024,,5,0.062,,,5,0.186,,34.65,,,5,2551,No Different Than the National Rate,12.4,9.7,15.8,,,5,,5,,,,,,5,,,,,,5,,,,,,5
CALVERT AMBULATORY FOOT SURGERY CENTER,21C0001325,1760491633,PRINCE FREDERICK,MD,20678,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
GAITHERSBURG FOOT AND ANKLE SURGERY CTR LLC,21C0001427,1760507834,GAITHERSBURG,MD,20878,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
NORTH POINT SURGERY CENTER,05C0001518,1760518609,FRESNO,CA,93711,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,0.00,,,5,44,No Different Than the National Rate,2.4,1.5,3.7,,,Number of Cases Too Small,,,,1,50,No Different than expected,0.9,0.5,1.7,
WALLA WALLA CLINIC INC,50C0001172,1760568273,WALLA WALLA,WA,99362,2024,,5,,5,,5,,5,87.82,,,5,627,No Different Than the National Rate,10.1,7.4,13.9,,100.00,,,5,200,No Different Than the National Rate,2.3,1.5,3.4,,,,,,,5,,Number of Cases Too Small,,,,1
PONTE VEDRA AMBULATORY SURGERY CENTER INC,10C0001394,1760591952,PONTE VEDRA BEACH,FL,32082,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,32,No Different than expected,1.1,0.6,2,
FILUTOWSKI EYE INSTITUTE PA DBA SUNRISE SURGICAL CENTER,10C0001184,1760594279,DAYTONA BEACH,FL,32119,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.073,,,,,,,5,,,,,,5,,,,,,5
FILUTOWSKI CATARACT AND LASIK INSTITUTE PA,10C0001285,1760594279,LAKE MARY,FL,32746,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.073,,,,,,,5,,,,,,5,,,,,,5
ACUTE AND CHRONIC PAIN MANAGEMENT CENTER PA,45C0001323,1760598577,AMARILLO,TX,79124,2024,,5,,5,,5,,5,,5,,5,,,,,,5,80.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
2201 BLAINE MN MULTI DBA NORTH METRO SURGERY CENTER,24C0001070,1760616031,BLAINE,MN,55449,2024,0.000,,0.000,,0.000,,0.057,,100.00,,,5,70,No Different Than the National Rate,9.8,7,13.6,,100.00,,0.149,,,,,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
HARVARD SURGERY CENTER,19C0001117,1760658256,MATAIRIE,LA,70001,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,46,No Different Than the National Rate,2.3,1.4,3.7,,,,,,,5,34,No Different than expected,1,0.6,2,
HENGHOLD SURGERY CENTER LLC,10C0001585,1760724314,PENSACOLA,FL,32503,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,141,No Different than expected,1,0.6,1.8,
ASSOCIATED SURGICAL CENTER OF DEARBORN LLC,23C0001047,1760770903,DEARBORN HEIGHTS,MI,48127,2024,0.000,,0.000,,0.000,,0.032,,,5,,5,,,,,,5,98.40,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
PIEDMONT OUTPATIENT SURGERY CENTER,34C0001179,1760773949,WINSTON SALEM,NC,27103,2024,,5,,5,,5,0.130,,,5,,5,,,,,,5,96.55,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001146,1760778765,WOODSTOCK,GA,30188,2024,0.000,,0.064,,0.000,,0.128,,84.24,,,5,2307,No Different Than the National Rate,10.9,8.4,14,,,5,,5,,,,,,5,,,,,,5,29,No Different than expected,1,0.5,1.9,
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001379,1760778765,WOODSTOCK,GA,30188,2024,0.000,,0.064,,0.000,,0.128,,84.24,,,5,2307,No Different Than the National Rate,10.9,8.4,14,,,5,,5,,,,,,5,,,,,,5,29,No Different than expected,1,0.5,1.9,
ENDEAVOR SURGICAL CENTER,05C0001413,1760794218,NORTHRIDGE,CA,91324,2024,,5,,5,,5,,5,,5,,5,124,No Different Than the National Rate,9.9,7.1,13.8,,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
HEALTH EAST AMBULATORY SURGERY CENTER,31C0001282,1760795025,ENGLEWOOD,NJ,07631,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,7
PHYSICIANS SURGERY CENTER AT GLENDALE ADVENTIST LLC,05C0002061,1760807127,GLENDALE,CA,91206,2024,,5,0.033,,0.017,,0.017,,50.03,,,5,1613,No Different Than the National Rate,8.2,6.2,10.8,,100.00,,0.000,,306,No Different Than the National Rate,2.3,1.6,3.4,,,Number of Cases Too Small,,,,1,25,No Different than expected,0.9,0.5,1.7,
YORK COUNTY OUTPATIENT ENDOSCOPY CENTER LLC,42C0001080,1760818710,ROCK HILL,SC,29732,2024,0.000,,0.013,,0.000,,0.026,,86.39,,,5,3057,No Different Than the National Rate,10.2,8,12.8,,,5,,5,,,,,,5,,,,,,5,,,,,,5
RESURGENS EAST SURGERY CENTER LLC,11C0001460,1760834295,COVINGTON,GA,30016,2024,,5,,1,,5,,1,,5,,5,,,,,,5,,5,,5,83,No Different Than the National Rate,3,1.9,4.6,,,,,,,5,,Number of Cases Too Small,,,,1
YELLOWSTONE SURGERY CENTER LLC DBA YELLOWSTONE SURGERY CENTER WEST,27C0001028,1760836167,BILLINGS,MT,59102,2024,0.000,,0.084,,0.000,,0.418,,,5,,5,,,,,,5,99.83,,,5,387,Worse Than the National Rate,3.5,2.5,4.8,,,,,,,5,,Number of Cases Too Small,,,,1
OCALA FL ORTHOPAEDIC ASC LLC,10C0001001,1760847792,HOLLYWOOD,FL,33021,2024,0.000,,0.000,,0.000,,0.232,,,5,,5,,,,,,5,100.00,,,5,472,No Different Than the National Rate,3,2.1,4.3,,,,,,,5,,Number of Cases Too Small,,,,1
THE ORTHOPAEDIC SURGERY CENTER OF OCALA,10C0001603,1760847792,OCALA,FL,34471,2024,0.000,,0.000,,0.000,,0.232,,,5,,5,,,,,,5,100.00,,,5,472,No Different Than the National Rate,3,2.1,4.3,,,,,,,5,,Number of Cases Too Small,,,,1
SURGERY CENTER AT CORPORATE WAY LLC,36C0001302,1760849889,DAYTON,OH,45459,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
MID MISSOURI SURGERY CENTER LLC,26C0001152,1760860977,COLUMBIA,MO,65203,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,0.344,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
CENTRAL OREGON SURGERY CENTER LLC,38C0001109,1760861835,BEND,OR,97703,2024,0.000,,0.049,,0.000,,0.098,,100.00,,,5,888,No Different Than the National Rate,9.8,7.3,13.3,,,5,,5,,,,,,5,,,,,,5,,,,,,5
ORTHOPEDIC AMBULATORY SURGERY CENTER OF CHESTERFIELD LLC DBA ORTHOPEDIC SURGERY CENTER OF CREVE COEUR,26C0001177,1760869093,CREVE COEUR,MO,63141,2024,0.020,,0.039,,0.000,,0.059,,,5,,5,,,,,,5,100.00,,,5,142,No Different Than the National Rate,2.8,1.7,4.2,,,,,,,5,,Number of Cases Too Small,,,,1
BANNER SUN CITY WEST SURGERY CENTER LLC,03C0001291,1760907919,SUN CITY WEST,AZ,85381,2024,0.000,,0.000,,0.000,,0.023,,95.62,,,5,1760,No Different Than the National Rate,11.4,8.7,14.9,,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
